name,latitude,longitude,minElevation,maxCloudCover,priority,exposure,capture_mode,default_capture_mode,start_times,end_times
aquawatchkeppel,-23.46,150.94,50,5,1520,30,wide,0,"[datetime.datetime(2025, 2, 12, 11, 52, 37, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 12, 23, 47, 36, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 11, 52, 39, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 12, 23, 48, 4, tzinfo=datetime.timezone.utc)]"
aquawatchsarawak,1.68,110.21,50,5,1510,30,wide,0,"[datetime.datetime(2025, 2, 13, 14, 32, 32, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 14, 33, 19, tzinfo=datetime.timezone.utc)]"
aquawatchmekong,20.79,106.57,50,5,1500,30,wide,0,"[datetime.datetime(2025, 2, 13, 14, 37, 31, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 14, 38, 18, tzinfo=datetime.timezone.utc)]"
aquawatchgrahams,-32.77,151.79,50,5,1490,30,wide,0,"[datetime.datetime(2025, 2, 13, 23, 16, 46, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 23, 16, 53, tzinfo=datetime.timezone.utc)]"
aquawatchgrippsland,-38.07,147.61,50,5,1480,30,wide,0,"[datetime.datetime(2025, 2, 12, 23, 51, 23, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 23, 51, 54, tzinfo=datetime.timezone.utc)]"
caletaBay,-41.48,-72.93,60,1,1470,35,wide,0,"[datetime.datetime(2025, 2, 12, 14, 30, 2, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 3, 25, 30, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 14, 30, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 3, 24, 56, tzinfo=datetime.timezone.utc)]"
grindavik,63.85,-22.41,60,1,1460,35,wide,0,"[datetime.datetime(2025, 2, 12, 12, 28, 26, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 22, 37, 58, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 12, 28, 47, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 22, 38, 1, tzinfo=datetime.timezone.utc)]"
tenerife,28.25,-16.56,60,1,1450,30,wide,0,[],[]
northernAtlanticDust,28.00,-31.00,60,1,1440,25,wide,0,[],[]
mexicogulf,30.37,-88.98,60,1,1430,30,wide,0,"[datetime.datetime(2025, 2, 13, 3, 44, 16, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 3, 43, 46, tzinfo=datetime.timezone.utc)]"
biloxi,30.35,-88.94,60,1,1420,35,wide,0,"[datetime.datetime(2025, 2, 13, 3, 44, 17, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 3, 43, 44, tzinfo=datetime.timezone.utc)]"
sesimbra,38.31,-9.11,60,1,1410,30,wide,0,"[datetime.datetime(2025, 2, 12, 11, 1, 33, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 11, 1, 47, tzinfo=datetime.timezone.utc)]"
lisbon,38.53,-9.37,60,1,1400,30,wide,0,"[datetime.datetime(2025, 2, 12, 11, 1, 28, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 11, 1, 44, tzinfo=datetime.timezone.utc)]"
a23a,-63.25,-51.52,60,1,1390,20,wide,0,"[datetime.datetime(2025, 2, 13, 12, 28, 19, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 12, 28, 37, tzinfo=datetime.timezone.utc)]"
dubai,25.11,55.18,60,1,1380,20,wide,0,[],[]
fimbul,-69.65,-0.91,60,1,1370,35,wide,0,"[datetime.datetime(2025, 2, 13, 23, 36, 20, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 8, 48, 52, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 23, 36, 28, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 8, 49, 7, tzinfo=datetime.timezone.utc)]"
antarctica,-70.50,-8.25,60,1,1360,30,wide,0,"[datetime.datetime(2025, 2, 13, 0, 9, 45, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 9, 22, 50, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 23, 36, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 8, 49, 21, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 0, 9, 54, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 9, 22, 53, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 23, 36, 30, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 8, 49, 33, tzinfo=datetime.timezone.utc)]"
florida,26.40,-82.12,60,1,1350,30,wide,0,"[datetime.datetime(2025, 2, 12, 15, 46, 1, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 3, 9, 16, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 15, 45, 58, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 3, 9, 34, tzinfo=datetime.timezone.utc)]"
southOcean,-68.10,6.00,60,1,1340,30,wide,0,"[datetime.datetime(2025, 2, 12, 22, 36, 50, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 22, 37, 7, tzinfo=datetime.timezone.utc)]"
tendrivska,46.22,31.75,60,1,1330,30,wide,0,"[datetime.datetime(2025, 2, 13, 19, 25, 44, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 8, 18, 21, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 19, 25, 49, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 8, 18, 40, tzinfo=datetime.timezone.utc)]"
kherson,46.64,32.56,60,1,1320,30,wide,0,"[datetime.datetime(2025, 2, 13, 19, 26, 1, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 8, 18, 13, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 19, 25, 41, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 8, 18, 31, tzinfo=datetime.timezone.utc)]"
kakhovka,46.77,33.34,60,1,1310,30,wide,0,"[datetime.datetime(2025, 2, 14, 8, 18, 11, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 14, 8, 18, 25, tzinfo=datetime.timezone.utc)]"
aegean,38.46,25.21,60,1,1300,30,wide,0,"[datetime.datetime(2025, 2, 12, 19, 57, 20, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 19, 57, 29, tzinfo=datetime.timezone.utc)]"
marmara,40.67,28.09,60,1,1290,30,wide,0,"[datetime.datetime(2025, 2, 14, 8, 20, 4, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 14, 8, 20, 2, tzinfo=datetime.timezone.utc)]"
dardanelles,40.31,26.61,60,1,1280,30,wide,0,[],[]
istanbul,41.14,29.08,60,1,1270,30,quaternion,0,"[datetime.datetime(2025, 2, 13, 19, 24, 39, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 8, 19, 48, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 19, 24, 35, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 8, 20, tzinfo=datetime.timezone.utc)]"
balearic,40.43,2.49,60,1,1260,30,wide,0,"[datetime.datetime(2025, 2, 12, 21, 31, 53, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 21, 31, 24, tzinfo=datetime.timezone.utc)]"
adriatic,41.44,18.35,60,1,1250,30,wide,0,[],[]
cookInlet,60.60,-151.48,60,1,1240,40,wide,0,"[datetime.datetime(2025, 2, 13, 6, 59, 39, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 6, 59, 50, tzinfo=datetime.timezone.utc)]"
puertomontt,-41.91,-73.08,60,1,1230,35,quaternion,0,"[datetime.datetime(2025, 2, 12, 14, 30, 8, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 3, 25, 15, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 14, 30, 7, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 3, 24, 57, tzinfo=datetime.timezone.utc)]"
pangal,-44.83,-73.55,60,1,1220,30,wide,0,"[datetime.datetime(2025, 2, 12, 14, 30, 58, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 3, 24, 18, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 14, 30, 48, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 3, 24, 31, tzinfo=datetime.timezone.utc)]"
hobart,-43.04,147.53,60,1,1210,30,wide,0,[],[]
balaton,46.84,17.72,60,1,1200,30,wide,0,[],[]
pontadelgada,37.78,-25.66,60,1,1190,20,wide,0,"[datetime.datetime(2025, 2, 12, 23, 5, 7, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 12, 1, 46, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 23, 4, 44, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 12, 2, 4, tzinfo=datetime.timezone.utc)]"
khnifiss,28.08,-12.08,60,1,1180,25,wide,0,"[datetime.datetime(2025, 2, 12, 11, 4, 13, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 22, 28, 33, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 11, 4, 46, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 22, 28, 46, tzinfo=datetime.timezone.utc)]"
dahlak,16.00,40.38,60,1,1170,25,wide,0,"[datetime.datetime(2025, 2, 13, 7, 26, 14, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 7, 26, 25, tzinfo=datetime.timezone.utc)]"
djibouti,11.70,42.96,60,1,1160,20,wide,0,[],[]
kilmia,12.22,52.19,60,1,1150,20,quaternion,0,"[datetime.datetime(2025, 2, 12, 18, 16, 47, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 18, 16, 59, tzinfo=datetime.timezone.utc)]"
palkstrait,9.5774,79.6805,60,1,1149,30,wide,0,[],[]
gulfofmartaban,16.5178,96.9891,60,1,1148,30,wide,0,"[datetime.datetime(2025, 2, 12, 15, 10, 43, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 3, 45, 9, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 15, 10, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 3, 44, 44, tzinfo=datetime.timezone.utc)]"
gulfofkhamphat,21.5714,72.4023,60,1,1147,30,wide,0,"[datetime.datetime(2025, 2, 12, 16, 45, 48, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 5, 17, 20, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 16, 45, 27, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 5, 17, 38, tzinfo=datetime.timezone.utc)]"
lakewinnipegosis,52.31,-99.85,60,1,1146,30,wide,0,"[datetime.datetime(2025, 2, 12, 17, 12, 50, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 3, 49, 53, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 17, 13, 10, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 3, 50, 5, tzinfo=datetime.timezone.utc)]"
bayoffundy,45.2926,-65.0934,60,1,1145,30,wide,0,"[datetime.datetime(2025, 2, 14, 1, 40, 35, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 14, 1, 40, 47, tzinfo=datetime.timezone.utc)]"
stlorancedelta,47.4304,-70.1920,60,1,1144,30,wide,0,"[datetime.datetime(2025, 2, 13, 2, 14, 50, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 15, 6, 45, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 2, 14, 42, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 15, 7, 3, tzinfo=datetime.timezone.utc)]"
mauritaniacoast,19.3841,-16.6380,60,1,1143,30,wide,0,"[datetime.datetime(2025, 2, 12, 11, 6, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 12, 23, 0, 9, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 11, 6, 53, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 12, 22, 59, 55, tzinfo=datetime.timezone.utc)]"
singapore,0.9424,103.7946,60,1,1142,30,wide,0,"[datetime.datetime(2025, 2, 12, 15, 6, 20, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 15, 6, 16, tzinfo=datetime.timezone.utc)]"
hangzhoubay,30.4683,121.9408,60,1,1141,30,wide,0,"[datetime.datetime(2025, 2, 12, 13, 40, 29, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 2, 7, 30, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 13, 40, 1, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 2, 7, 45, tzinfo=datetime.timezone.utc)]"
penzhinabay,61.4680,163.4429,60,1,1140,30,wide,0,"[datetime.datetime(2025, 2, 13, 10, 7, 14, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 10, 7, 34, tzinfo=datetime.timezone.utc)]"
lakesarygamysh,41.8962,57.4080,60,1,1139,30,wide,0,"[datetime.datetime(2025, 2, 13, 17, 51, 5, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 17, 50, 37, tzinfo=datetime.timezone.utc)]"
aralsea,45.0728,58.4987,60,1,1138,30,wide,0,[],[]
straightoftartary,52.6629,141.5666,60,1,1137,30,wide,0,"[datetime.datetime(2025, 2, 13, 1, 1, 39, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 11, 38, 58, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 1, 1, 52, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 11, 38, 52, tzinfo=datetime.timezone.utc)]"
hawkebay,-39.3982,177.1833,60,1,1136,30,wide,0,"[datetime.datetime(2025, 2, 13, 21, 44, 29, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 21, 44, 48, tzinfo=datetime.timezone.utc)]"
arafurasea,-6.9741,138.4289,60,1,1135,30,wide,0,"[datetime.datetime(2025, 2, 14, 0, 43, 34, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 14, 0, 43, 38, tzinfo=datetime.timezone.utc)]"
timaru,-44.6329,171.2546,60,1,1134,30,wide,0,[],[]
lakeellesmere,-43.7833,172.4539,60,1,1133,30,wide,0,"[datetime.datetime(2025, 2, 13, 21, 46, 8, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 21, 45, 46, tzinfo=datetime.timezone.utc)]"
pegasusbay,-43.3330,172.9192,60,1,1132,30,wide,0,"[datetime.datetime(2025, 2, 13, 21, 45, 54, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 21, 45, 44, tzinfo=datetime.timezone.utc)]"
bankspeninsula,-43.7666,172.9738,60,1,1131,30,wide,0,"[datetime.datetime(2025, 2, 13, 21, 45, 57, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 21, 45, 53, tzinfo=datetime.timezone.utc)]"
lakewinnipeg,53.06,-98.06,60,1,1130,30,wide,0,"[datetime.datetime(2025, 2, 12, 17, 12, 37, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 3, 49, 57, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 17, 12, 52, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 3, 50, 16, tzinfo=datetime.timezone.utc)]"
lakeqinghai,36.87,100.17,60,1,1120,30,wide,0,"[datetime.datetime(2025, 2, 13, 14, 42, 28, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 3, 39, 32, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 14, 42, 1, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 3, 39, 49, tzinfo=datetime.timezone.utc)]"
capetown,-34.24,18.29,60,1,1110,30,wide,0,"[datetime.datetime(2025, 2, 12, 21, 12, 15, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 21, 11, 57, tzinfo=datetime.timezone.utc)]"
losangeles,33.60,-118.39,60,1,1100,30,quaternion,0,"[datetime.datetime(2025, 2, 13, 5, 19, 14, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 18, 18, 4, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 5, 18, 30, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 18, 17, 49, tzinfo=datetime.timezone.utc)]"
bluenile,11.18,35.12,60,1,1090,25,wide,0,[],[]
capedyer,66.63,-60.99,60,1,1080,25,wide,0,"[datetime.datetime(2025, 2, 13, 0, 46, 9, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 15, 1, 38, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 0, 46, 28, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 15, 1, 55, tzinfo=datetime.timezone.utc)]"
ladyfranklin,62.91,-63.68,60,1,1070,25,wide,0,"[datetime.datetime(2025, 2, 13, 15, 2, 39, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 15, 2, 56, tzinfo=datetime.timezone.utc)]"
satoaluk,56.47,-60.84,60,1,1060,25,wide,0,[],[]
nuuk,63.92,-52.48,60,1,1050,25,wide,0,"[datetime.datetime(2025, 2, 13, 0, 45, 41, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 0, 11, 56, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 0, 45, 3, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 0, 12, 2, tzinfo=datetime.timezone.utc)]"
lakeUpemba,-8.64,26.40,60,1,1040,30,wide,0,[],[]
labradornorth,66.37,-58.22,60,1,1030,30,wide,0,"[datetime.datetime(2025, 2, 13, 0, 46, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 15, 1, 36, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 0, 46, 18, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 15, 1, 54, tzinfo=datetime.timezone.utc)]"
labradorcentral,60.97,-57.04,60,1,1020,30,wide,0,"[datetime.datetime(2025, 2, 13, 0, 44, 38, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 0, 44, 55, tzinfo=datetime.timezone.utc)]"
labradorsouth,55.33,-54.27,60,1,1010,30,wide,0,"[datetime.datetime(2025, 2, 12, 14, 4, 45, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 0, 43, 11, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 14, 4, 48, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 0, 43, 24, tzinfo=datetime.timezone.utc)]"
kremenchutskeReservoir,49.2239,32.8172,50,3,1000,30,wide,0,"[datetime.datetime(2025, 2, 13, 19, 26, 28, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 8, 17, 18, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 19, 26, 33, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 8, 18, 7, tzinfo=datetime.timezone.utc)]"
labradorwest,60.99,-63.80,60,1,990,30,wide,0,"[datetime.datetime(2025, 2, 13, 15, 3, 7, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 15, 3, 26, tzinfo=datetime.timezone.utc)]"
labradoreast,56.27,-49.34,60,1,980,30,wide,0,"[datetime.datetime(2025, 2, 12, 14, 4, 15, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 0, 43, 30, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 14, 4, 28, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 0, 43, 13, tzinfo=datetime.timezone.utc)]"
lakebalkhash,46.14,74.22,60,1,970,30,wide,0,"[datetime.datetime(2025, 2, 13, 16, 18, 27, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 16, 18, 24, tzinfo=datetime.timezone.utc)]"
tasmania,-40.69,148.27,60,1,960,30,wide,0,[],[]
marlborough,-41.44,174.24,60,1,950,30,wide,0,"[datetime.datetime(2025, 2, 13, 21, 45, 14, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 21, 45, 20, tzinfo=datetime.timezone.utc)]"
limerick,52.68,-8.85,60,1,940,25,wide,0,"[datetime.datetime(2025, 2, 12, 10, 58, 2, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 10, 58, 9, tzinfo=datetime.timezone.utc)]"
trollgasfield,56.49,3.50,60,1,930,25,wide,0,"[datetime.datetime(2025, 2, 13, 10, 23, 5, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 21, 2, 10, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 10, 23, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 21, 2, 25, tzinfo=datetime.timezone.utc)]"
clairoilfield,60.79,-2.32,60,1,920,25,wide,0,"[datetime.datetime(2025, 2, 12, 10, 55, 33, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 21, 3, 34, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 10, 56, 9, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 21, 3, 50, tzinfo=datetime.timezone.utc)]"
saltlake,41.15,-112.56,60,1,910,20,wide,0,[],[]
kuwait,29.61,48.54,60,1,900,20,wide,0,"[datetime.datetime(2025, 2, 12, 18, 21, 18, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 6, 49, 22, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 18, 21, 33, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 6, 49, 5, tzinfo=datetime.timezone.utc)]"
gqeberha,-34.11,25.67,60,1,890,25,wide,0,"[datetime.datetime(2025, 2, 13, 20, 38, 26, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 20, 38, 35, tzinfo=datetime.timezone.utc)]"
durban,-29.92,31.06,60,1,880,25,wide,0,"[datetime.datetime(2025, 2, 13, 7, 38, 13, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 7, 38, 27, tzinfo=datetime.timezone.utc)]"
saldanha,-33.09,17.93,60,1,870,25,wide,0,"[datetime.datetime(2025, 2, 12, 21, 12, 32, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 21, 12, 16, tzinfo=datetime.timezone.utc)]"
ilescrozet,-46.48,51.83,60,1,860,25,wide,0,"[datetime.datetime(2025, 2, 13, 6, 9, 1, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 19, 1, 23, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 6, 8, 44, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 19, 1, 41, tzinfo=datetime.timezone.utc)]"
princeedward,-46.91,37.74,60,1,850,25,wide,0,[],[]
falklands,-51.79,-59.49,60,1,840,25,wide,0,[],[]
xaafuun,10.45,51.45,60,1,830,20,quaternion,0,"[datetime.datetime(2025, 2, 12, 18, 16, 37, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 18, 16, 20, tzinfo=datetime.timezone.utc)]"
kalleesa,12.55,54.53,60,1,820,20,quaternion,0,"[datetime.datetime(2025, 2, 12, 18, 16, 51, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 18, 16, 52, tzinfo=datetime.timezone.utc)]"
warsheikh,2.29,45.80,60,1,810,20,wide,0,"[datetime.datetime(2025, 2, 14, 6, 56, 6, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 14, 6, 56, 21, tzinfo=datetime.timezone.utc)]"
mogadishu,2.00,45.31,60,1,800,20,wide,0,"[datetime.datetime(2025, 2, 14, 6, 56, 11, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 14, 6, 56, 28, tzinfo=datetime.timezone.utc)]"
bajuni,-0.91,42.15,60,1,790,20,wide,0,"[datetime.datetime(2025, 2, 13, 19, 13, 26, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 19, 13, 26, tzinfo=datetime.timezone.utc)]"
lamu,-2.21,41.09,60,1,780,20,wide,0,"[datetime.datetime(2025, 2, 13, 19, 13, 1, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 19, 13, 18, tzinfo=datetime.timezone.utc)]"
watamu,-3.41,40.00,60,1,770,20,wide,0,"[datetime.datetime(2025, 2, 13, 19, 12, 50, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 19, 12, 59, tzinfo=datetime.timezone.utc)]"
mombasa,-4.08,39.70,60,1,760,20,wide,0,"[datetime.datetime(2025, 2, 13, 19, 12, 46, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 19, 12, 45, tzinfo=datetime.timezone.utc)]"
oslo,59.88,10.83,50,2,2510,35,wide,0,"[datetime.datetime(2025, 2, 12, 20, 3, 9, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 10, 21, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 9, 48, 27, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 20, 3, 33, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 10, 22, 17, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 9, 49, tzinfo=datetime.timezone.utc)]"
kiwani,-5.17,39.72,60,1,750,20,wide,0,"[datetime.datetime(2025, 2, 13, 19, 12, 32, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 19, 12, 25, tzinfo=datetime.timezone.utc)]"
zanzibar,-6.15,39.34,60,1,740,20,wide,0,[],[]
mafia,-7.62,39.62,60,1,730,20,wide,0,[],[]
kilwa,-8.99,39.54,60,1,720,20,wide,0,[],[]
ruvuma,-10.41,40.50,60,1,710,20,wide,0,"[datetime.datetime(2025, 2, 13, 19, 11, 16, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 6, 59, 55, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 19, 10, 59, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 6, 59, 27, tzinfo=datetime.timezone.utc)]"
mayotte,-12.80,45.15,60,1,700,20,wide,0,"[datetime.datetime(2025, 2, 13, 19, 10, 33, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 19, 10, 3, tzinfo=datetime.timezone.utc)]"
