name,latitude,longitude,minElevation,maxCloudCover,priority,exposure,capture_mode,default_capture_mode,start_times,end_times
aquawatchmelbourne,-37.99,44.69,50,5,1560,30,wide,0,"[datetime.datetime(2025, 1, 21, 19, 14, 57, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 6, 46, 3, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 15, 45, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 6, 46, 12, tzinfo=datetime.timezone.utc)]"
aquawatchheron ,-23.44,151.91,50,5,1550,30,wide,0,"[datetime.datetime(2025, 1, 21, 23, 25, 44, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 23, 26, 17, tzinfo=datetime.timezone.utc)]"
aquawatchcoral,-23.13,113.73,50,5,1540,30,wide,0,"[datetime.datetime(2025, 1, 21, 14, 37, 20, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 0, 37, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 14, 38, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 1, 17, tzinfo=datetime.timezone.utc)]"
aquawatchgoogang,-35.41,149.26,50,5,1530,30,wide,0,"[datetime.datetime(2025, 1, 21, 23, 28, 48, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 12, 27, 44, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 23, 29, 29, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 12, 28, 14, tzinfo=datetime.timezone.utc)]"
aquawatchkeppel,-23.46,150.94,50,5,1520,30,wide,0,"[datetime.datetime(2025, 1, 21, 23, 26, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 23, 26, 7, tzinfo=datetime.timezone.utc)]"
aquawatchsarawak,1.68,110.21,50,5,1510,30,wide,0,"[datetime.datetime(2025, 1, 21, 14, 44, 9, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 2, 26, 49, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 14, 44, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 2, 27, 20, tzinfo=datetime.timezone.utc)]"
aquawatchmekong,20.79,106.57,50,5,1500,30,wide,0,"[datetime.datetime(2025, 1, 21, 14, 49, 8, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 14, 49, 1, tzinfo=datetime.timezone.utc)]"
aquawatchgrahams,-32.77,151.79,50,5,1490,30,wide,0,"[datetime.datetime(2025, 1, 21, 23, 27, 56, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 23, 28, 47, tzinfo=datetime.timezone.utc)]"
aquawatchgrippsland,-38.07,147.61,50,5,1480,30,wide,0,"[datetime.datetime(2025, 1, 21, 23, 29, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 12, 26, 59, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 23, 30, 7, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 12, 27, 49, tzinfo=datetime.timezone.utc)]"
caletaBay,-41.48,-72.93,60,1,1470,35,wide,0,"[datetime.datetime(2025, 1, 21, 14, 8, 8, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 3, 3, 37, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 14, 7, 32, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 3, 3, 39, tzinfo=datetime.timezone.utc)]"
grindavik,63.85,-22.41,60,1,1460,35,wide,0,"[datetime.datetime(2025, 1, 21, 12, 6, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 22, 17, 5, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 12, 6, 9, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 22, 17, 21, tzinfo=datetime.timezone.utc)]"
tenerife,28.25,-16.56,60,1,1450,30,wide,0,"[datetime.datetime(2025, 1, 21, 22, 40, 16, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 22, 40, 27, tzinfo=datetime.timezone.utc)]"
northernAtlanticDust,28.00,-31.00,60,1,1440,25,wide,0,"[datetime.datetime(2025, 1, 21, 12, 15, 28, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 23, 41, 23, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 12, 15, 46, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 23, 41, 38, tzinfo=datetime.timezone.utc)]"
mexicogulf,30.37,-88.98,60,1,1430,30,wide,0,[],[]
biloxi,30.35,-88.94,60,1,1420,35,wide,0,[],[]
sesimbra,38.31,-9.11,60,1,1410,30,wide,0,"[datetime.datetime(2025, 1, 22, 22, 10, 11, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 22, 10, 27, tzinfo=datetime.timezone.utc)]"
lisbon,38.53,-9.37,60,1,1400,30,wide,0,"[datetime.datetime(2025, 1, 22, 22, 10, 14, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 22, 10, 31, tzinfo=datetime.timezone.utc)]"
a23a,-63.25,-51.52,60,1,1390,20,wide,0,"[datetime.datetime(2025, 1, 21, 12, 39, 39, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 12, 7, 15, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 24, 54, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 12, 39, 28, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 12, 7, 18, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 25, 13, tzinfo=datetime.timezone.utc)]"
dubai,25.11,55.18,60,1,1380,20,wide,0,"[datetime.datetime(2025, 1, 21, 17, 57, 53, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 6, 29, 33, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 17, 58, 9, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 6, 29, 50, tzinfo=datetime.timezone.utc)]"
fimbul,-69.65,-0.91,60,1,1370,35,wide,0,"[datetime.datetime(2025, 1, 21, 23, 48, 20, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 9, 1, 9, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 23, 15, 32, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 8, 28, 32, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 23, 47, 38, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 9, 0, 57, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 23, 15, 53, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 8, 28, 51, tzinfo=datetime.timezone.utc)]"
antarctica,-70.50,-8.25,60,1,1360,30,wide,0,"[datetime.datetime(2025, 1, 21, 23, 47, 54, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 9, 1, 18, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 23, 48, 15, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 9, 1, 40, tzinfo=datetime.timezone.utc)]"
florida,26.40,-82.12,60,1,1350,30,wide,0,[],[]
southOcean,-68.10,6.00,60,1,1340,30,wide,0,"[datetime.datetime(2025, 1, 23, 8, 27, 58, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 23, 8, 28, 12, tzinfo=datetime.timezone.utc)]"
tendrivska,46.22,31.75,60,1,1330,30,wide,0,"[datetime.datetime(2025, 1, 22, 8, 30, 41, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 5, 4, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 8, 30, 15, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 4, 45, tzinfo=datetime.timezone.utc)]"
kherson,46.64,32.56,60,1,1320,30,wide,0,"[datetime.datetime(2025, 1, 22, 19, 4, 56, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 19, 5, 1, tzinfo=datetime.timezone.utc)]"
kakhovka,46.77,33.34,60,1,1310,30,wide,0,"[datetime.datetime(2025, 1, 22, 19, 4, 51, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 19, 5, 6, tzinfo=datetime.timezone.utc)]"
aegean,38.46,25.21,60,1,1300,30,wide,0,"[datetime.datetime(2025, 1, 22, 8, 32, 35, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 8, 32, 49, tzinfo=datetime.timezone.utc)]"
marmara,40.67,28.09,60,1,1290,30,wide,0,"[datetime.datetime(2025, 1, 21, 19, 35, 46, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 8, 31, 55, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 36, 4, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 8, 32, 8, tzinfo=datetime.timezone.utc)]"
dardanelles,40.31,26.61,60,1,1280,30,wide,0,"[datetime.datetime(2025, 1, 21, 19, 35, 51, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 8, 32, 1, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 35, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 8, 32, 20, tzinfo=datetime.timezone.utc)]"
istanbul,41.14,29.08,60,1,1270,30,quaternion,0,"[datetime.datetime(2025, 1, 21, 19, 35, 52, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 8, 31, 51, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 36, 7, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 8, 31, 52, tzinfo=datetime.timezone.utc)]"
balearic,40.43,2.49,60,1,1260,30,wide,0,"[datetime.datetime(2025, 1, 21, 21, 9, 52, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 5, 52, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 21, 9, 42, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 6, 8, tzinfo=datetime.timezone.utc)]"
adriatic,41.44,18.35,60,1,1250,30,wide,0,[],[]
cookInlet,60.60,-151.48,60,1,1240,40,wide,0,"[datetime.datetime(2025, 1, 22, 20, 57, 11, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 20, 57, 29, tzinfo=datetime.timezone.utc)]"
puertomontt,-41.91,-73.08,60,1,1230,35,quaternion,0,"[datetime.datetime(2025, 1, 21, 14, 8, 15, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 3, 3, 35, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 14, 7, 38, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 3, 3, 29, tzinfo=datetime.timezone.utc)]"
pangal,-44.83,-73.55,60,1,1220,30,wide,0,"[datetime.datetime(2025, 1, 21, 14, 8, 45, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 14, 8, 40, tzinfo=datetime.timezone.utc)]"
hobart,-43.04,147.53,60,1,1210,30,wide,0,"[datetime.datetime(2025, 1, 21, 23, 31, 1, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 12, 26, 2, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 23, 31, 15, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 12, 26, 15, tzinfo=datetime.timezone.utc)]"
balaton,46.84,17.72,60,1,1200,30,wide,0,[],[]
pontadelgada,37.78,-25.66,60,1,1190,20,wide,0,[],[]
khnifiss,28.08,-12.08,60,1,1180,25,wide,0,[],[]
dahlak,16.00,40.38,60,1,1170,25,wide,0,"[datetime.datetime(2025, 1, 22, 18, 57, 2, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 18, 56, 51, tzinfo=datetime.timezone.utc)]"
djibouti,11.70,42.96,60,1,1160,20,wide,0,"[datetime.datetime(2025, 1, 22, 7, 5, 45, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 18, 55, 35, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 7, 6, 1, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 18, 55, 53, tzinfo=datetime.timezone.utc)]"
kilmia,12.22,52.19,60,1,1150,20,quaternion,0,"[datetime.datetime(2025, 1, 23, 6, 32, 56, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 23, 6, 33, 14, tzinfo=datetime.timezone.utc)]"
palkstrait,9.5774,79.6805,60,1,1149,30,wide,0,[],[]
gulfofmartaban,16.5178,96.9891,60,1,1148,30,wide,0,[],[]
gulfofkhamphat,21.5714,72.4023,60,1,1147,30,wide,0,[],[]
lakewinnipegosis,52.31,-99.85,60,1,1146,30,wide,0,[],[]
bayoffundy,45.2926,-65.0934,60,1,1145,30,wide,0,"[datetime.datetime(2025, 1, 22, 1, 52, 19, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 14, 45, 59, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 1, 52, 25, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 14, 46, 18, tzinfo=datetime.timezone.utc)]"
stlorancedelta,47.4304,-70.1920,60,1,1144,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 18, 8, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 1, 53, 9, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 17, 59, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 1, 53, 5, tzinfo=datetime.timezone.utc)]"
mauritaniacoast,19.3841,-16.6380,60,1,1143,30,wide,0,[],[]
singapore,0.9424,103.7946,60,1,1142,30,wide,0,[],[]
hangzhoubay,30.4683,121.9408,60,1,1141,30,wide,0,[],[]
penzhinabay,61.4680,163.4429,60,1,1140,30,wide,0,"[datetime.datetime(2025, 1, 21, 10, 18, 21, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 0, 4, 39, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 18, 25, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 0, 4, 54, tzinfo=datetime.timezone.utc)]"
lakesarygamysh,41.8962,57.4080,60,1,1139,30,wide,0,"[datetime.datetime(2025, 1, 22, 17, 29, 55, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 6, 25, 17, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 17, 29, 54, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 6, 25, 28, tzinfo=datetime.timezone.utc)]"
aralsea,45.0728,58.4987,60,1,1138,30,wide,0,"[datetime.datetime(2025, 1, 22, 17, 30, 30, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 6, 24, 25, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 17, 30, 48, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 6, 24, 38, tzinfo=datetime.timezone.utc)]"
straightoftartary,52.6629,141.5666,60,1,1137,30,wide,0,"[datetime.datetime(2025, 1, 21, 11, 49, 46, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 11, 50, 5, tzinfo=datetime.timezone.utc)]"
hawkebay,-39.3982,177.1833,60,1,1136,30,wide,0,[],[]
arafurasea,-6.9741,138.4289,60,1,1135,30,wide,0,"[datetime.datetime(2025, 1, 22, 12, 35, 55, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 12, 35, 24, tzinfo=datetime.timezone.utc)]"
timaru,-44.6329,171.2546,60,1,1134,30,wide,0,"[datetime.datetime(2025, 1, 21, 21, 57, 32, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 51, 49, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 21, 57, 51, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 52, tzinfo=datetime.timezone.utc)]"
lakeellesmere,-43.7833,172.4539,60,1,1133,30,wide,0,"[datetime.datetime(2025, 1, 21, 21, 57, 15, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 51, 54, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 21, 57, 36, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 52, 14, tzinfo=datetime.timezone.utc)]"
pegasusbay,-43.3330,172.9192,60,1,1132,30,wide,0,"[datetime.datetime(2025, 1, 21, 21, 57, 8, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 52, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 21, 57, 28, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 52, 20, tzinfo=datetime.timezone.utc)]"
bankspeninsula,-43.7666,172.9738,60,1,1131,30,wide,0,"[datetime.datetime(2025, 1, 21, 21, 57, 15, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 51, 53, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 21, 57, 34, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 52, 13, tzinfo=datetime.timezone.utc)]"
lakewinnipeg,53.06,-98.06,60,1,1130,30,wide,0,[],[]
lakeqinghai,36.87,100.17,60,1,1120,30,wide,0,"[datetime.datetime(2025, 1, 21, 14, 53, 15, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 14, 53, 33, tzinfo=datetime.timezone.utc)]"
capetown,-34.24,18.29,60,1,1110,30,wide,0,"[datetime.datetime(2025, 1, 23, 8, 18, 58, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 23, 8, 19, 17, tzinfo=datetime.timezone.utc)]"
losangeles,33.60,-118.39,60,1,1100,30,quaternion,0,"[datetime.datetime(2025, 1, 22, 17, 57, 18, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 17, 56, 43, tzinfo=datetime.timezone.utc)]"
bluenile,11.18,35.12,60,1,1090,25,wide,0,"[datetime.datetime(2025, 1, 21, 19, 28, 2, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 28, 20, tzinfo=datetime.timezone.utc)]"
capedyer,66.63,-60.99,60,1,1080,25,wide,0,"[datetime.datetime(2025, 1, 21, 15, 12, 49, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 13, 6, tzinfo=datetime.timezone.utc)]"
ladyfranklin,62.91,-63.68,60,1,1070,25,wide,0,"[datetime.datetime(2025, 1, 21, 15, 13, 50, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 1, 24, 25, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 14, 6, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 1, 24, 27, tzinfo=datetime.timezone.utc)]"
satoaluk,56.47,-60.84,60,1,1060,25,wide,0,"[datetime.datetime(2025, 1, 22, 14, 43, 1, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 1, 22, 40, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 14, 43, 20, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 1, 22, 46, tzinfo=datetime.timezone.utc)]"
nuuk,63.92,-52.48,60,1,1050,25,wide,0,"[datetime.datetime(2025, 1, 22, 0, 23, 26, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 14, 41, 2, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 0, 23, 46, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 14, 40, 59, tzinfo=datetime.timezone.utc)]"
lakeUpemba,-8.64,26.40,60,1,1040,30,wide,0,"[datetime.datetime(2025, 1, 23, 8, 12, 25, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 23, 8, 12, 8, tzinfo=datetime.timezone.utc)]"
labradornorth,66.37,-58.22,60,1,1030,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 12, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 0, 24, 22, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 14, 40, 35, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 12, 53, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 0, 24, 27, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 14, 40, 39, tzinfo=datetime.timezone.utc)]"
labradorcentral,60.97,-57.04,60,1,1020,30,wide,0,"[datetime.datetime(2025, 1, 22, 14, 41, 47, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 14, 42, 3, tzinfo=datetime.timezone.utc)]"
labradorsouth,55.33,-54.27,60,1,1010,30,wide,0,[],[]
kremenchutskeReservoir,49.2239,32.8172,50,3,1000,30,wide,0,"[datetime.datetime(2025, 1, 22, 8, 29, 26, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 5, 13, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 8, 29, 55, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 6, tzinfo=datetime.timezone.utc)]"
labradorwest,60.99,-63.80,60,1,990,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 14, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 1, 23, 51, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 14, 29, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 1, 24, 4, tzinfo=datetime.timezone.utc)]"
labradoreast,56.27,-49.34,60,1,980,30,wide,0,"[datetime.datetime(2025, 1, 21, 13, 42, 13, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 0, 21, 28, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 13, 42, 1, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 0, 21, 46, tzinfo=datetime.timezone.utc)]"
lakebalkhash,46.14,74.22,60,1,970,30,wide,0,"[datetime.datetime(2025, 1, 21, 16, 29, 31, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 5, 22, 55, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 16, 29, 48, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 5, 23, 9, tzinfo=datetime.timezone.utc)]"
tasmania,-40.69,148.27,60,1,960,30,wide,0,"[datetime.datetime(2025, 1, 21, 23, 30, 24, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 12, 26, 32, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 23, 30, 37, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 12, 26, 52, tzinfo=datetime.timezone.utc)]"
marlborough,-41.44,174.24,60,1,950,30,wide,0,"[datetime.datetime(2025, 1, 21, 21, 56, 39, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 52, 37, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 21, 56, 53, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 52, 33, tzinfo=datetime.timezone.utc)]"
limerick,52.68,-8.85,60,1,940,25,wide,0,[],[]
trollgasfield,56.49,3.50,60,1,930,25,wide,0,"[datetime.datetime(2025, 1, 21, 10, 34, 7, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 41, 54, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 34, 37, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 41, 24, tzinfo=datetime.timezone.utc)]"
clairoilfield,60.79,-2.32,60,1,920,25,wide,0,"[datetime.datetime(2025, 1, 21, 21, 14, 54, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 21, 15, 12, tzinfo=datetime.timezone.utc)]"
saltlake,41.15,-112.56,60,1,910,20,wide,0,"[datetime.datetime(2025, 1, 22, 4, 58, 51, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 17, 54, 44, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 4, 59, 9, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 17, 54, 59, tzinfo=datetime.timezone.utc)]"
kuwait,29.61,48.54,60,1,900,20,wide,0,"[datetime.datetime(2025, 1, 22, 7, 1, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 7, 1, 13, tzinfo=datetime.timezone.utc)]"
gqeberha,-34.11,25.67,60,1,890,25,wide,0,[],[]
durban,-29.92,31.06,60,1,880,25,wide,0,[],[]
saldanha,-33.09,17.93,60,1,870,25,wide,0,"[datetime.datetime(2025, 1, 23, 8, 18, 44, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 23, 8, 18, 58, tzinfo=datetime.timezone.utc)]"
ilescrozet,-46.48,51.83,60,1,860,25,wide,0,"[datetime.datetime(2025, 1, 22, 5, 47, 21, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 5, 47, 26, tzinfo=datetime.timezone.utc)]"
princeedward,-46.91,37.74,60,1,850,25,wide,0,"[datetime.datetime(2025, 1, 23, 6, 48, 30, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 23, 6, 48, 49, tzinfo=datetime.timezone.utc)]"
falklands,-51.79,-59.49,60,1,840,25,wide,0,"[datetime.datetime(2025, 1, 23, 2, 28, 2, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 23, 2, 28, 23, tzinfo=datetime.timezone.utc)]"
xaafuun,10.45,51.45,60,1,830,20,quaternion,0,"[datetime.datetime(2025, 1, 23, 6, 33, 25, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 23, 6, 33, 43, tzinfo=datetime.timezone.utc)]"
kalleesa,12.55,54.53,60,1,820,20,quaternion,0,[],[]
warsheikh,2.29,45.80,60,1,810,20,wide,0,"[datetime.datetime(2025, 1, 22, 18, 53, 7, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 18, 53, 20, tzinfo=datetime.timezone.utc)]"
mogadishu,2.00,45.31,60,1,800,20,wide,0,"[datetime.datetime(2025, 1, 22, 18, 53, 2, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 18, 53, 20, tzinfo=datetime.timezone.utc)]"
bajuni,-0.91,42.15,60,1,790,20,wide,0,"[datetime.datetime(2025, 1, 22, 7, 9, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 7, 9, 12, tzinfo=datetime.timezone.utc)]"
lamu,-2.21,41.09,60,1,780,20,wide,0,"[datetime.datetime(2025, 1, 22, 7, 9, 19, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 7, 9, 38, tzinfo=datetime.timezone.utc)]"
